"Kod"	"Giltig från"	"Överordnad kod"	"Titel"	"Latin"	"Beskrivning"	"Exempel"	"Innefattar"	"Utesluter"	"Anmärkning"	"Kodningsinformation"	"Innehåll"	"Manifestation(*)/Etiologi(†)"	"Koppling Manifestation(*)/Etiologi(†)"	"Ej huvuddiagnos"	"Kodnivå - kodspecifikation"
"X82.54"	"1997-01-01"	"X82.5"	"Avsiktligt självdestruktiv handling med motorfordon - butiks-, handels- eller serviceområde - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.58"	"1997-01-01"	"X82.5"	"Avsiktligt självdestruktiv handling med motorfordon - butiks-, handels- eller serviceområde - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.59"	"1997-01-01"	"X82.5"	"Avsiktligt självdestruktiv handling med motorfordon - butiks-, handels- eller serviceområde - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.6"	"1997-01-01"	"X82"	"Avsiktligt självdestruktiv handling med motorfordon - industriområde, byggarbetsplats"	""	""	""	"byggnad under uppförande"	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"X82.6"	""	""	""	""	""	""	"fabriksbyggnad och fabriksområde"	""	""	""	""	""	""	""	""
"X82.6"	""	""	""	""	""	""	"gruva, stenbrott, grustag"	""	""	""	""	""	""	""	""
"X82.6"	""	""	""	""	""	""	"kraftstation"	""	""	""	""	""	""	""	""
"X82.6"	""	""	""	""	""	""	"skeppsvarv"	""	""	""	""	""	""	""	""
"X82.6"	""	""	""	""	""	""	"tunnelbygge"	""	""	""	""	""	""	""	""
"X82.6"	""	""	""	""	""	""	"verkstad"	""	""	""	""	""	""	""	""
"X82.60"	"1997-01-01"	"X82.6"	"Avsiktligt självdestruktiv handling med motorfordon - industriområde, byggarbetsplats - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.61"	"1997-01-01"	"X82.6"	"Avsiktligt självdestruktiv handling med motorfordon - industriområde, byggarbetsplats - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.61"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"X82.61"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"X82.62"	"1997-01-01"	"X82.6"	"Avsiktligt självdestruktiv handling med motorfordon - industriområde, byggarbetsplats - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.62"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"X82.62"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"X82.63"	"1997-01-01"	"X82.6"	"Avsiktligt självdestruktiv handling med motorfordon - industriområde, byggarbetsplats - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.63"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"X82.63"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"X82.63"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"X82.63"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"X82.63"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"X82.64"	"1997-01-01"	"X82.6"	"Avsiktligt självdestruktiv handling med motorfordon - industriområde, byggarbetsplats - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.68"	"1997-01-01"	"X82.6"	"Avsiktligt självdestruktiv handling med motorfordon - industriområde, byggarbetsplats - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.69"	"1997-01-01"	"X82.6"	"Avsiktligt självdestruktiv handling med motorfordon - industriområde, byggarbetsplats - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.7"	"1997-01-01"	"X82"	"Avsiktligt självdestruktiv handling med motorfordon - lantbruksområde"	""	""	""	"byggnader tillhörande lantbruk"	"bostadshus på lantbruk (.0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"X82.7"	""	""	""	""	""	""	"odlade markområden"	""	""	""	""	""	""	""	""
"X82.70"	"1997-01-01"	"X82.7"	"Avsiktligt självdestruktiv handling med motorfordon - lantbruksområde - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.71"	"1997-01-01"	"X82.7"	"Avsiktligt självdestruktiv handling med motorfordon - lantbruksområde - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.71"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"X82.71"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"X82.72"	"1997-01-01"	"X82.7"	"Avsiktligt självdestruktiv handling med motorfordon - lantbruksområde - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.72"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"X82.72"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"X82.73"	"1997-01-01"	"X82.7"	"Avsiktligt självdestruktiv handling med motorfordon - lantbruksområde - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.73"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"X82.73"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"X82.73"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"X82.73"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"X82.73"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"X82.74"	"1997-01-01"	"X82.7"	"Avsiktligt självdestruktiv handling med motorfordon - lantbruksområde - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.78"	"1997-01-01"	"X82.7"	"Avsiktligt självdestruktiv handling med motorfordon - lantbruksområde - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.79"	"1997-01-01"	"X82.7"	"Avsiktligt självdestruktiv handling med motorfordon - lantbruksområde - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.8"	"1997-01-01"	"X82"	"Avsiktligt självdestruktiv handling med motorfordon - andra specificerade platser"	""	""	""	"allmänt område UNS"	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"X82.8"	""	""	""	""	""	""	"banvall"	""	""	""	""	""	""	""	""
"X82.8"	""	""	""	""	""	""	"campingplats UNS"	""	""	""	""	""	""	""	""
"X82.8"	""	""	""	""	""	""	"djurpark"	""	""	""	""	""	""	""	""
"X82.8"	""	""	""	""	""	""	"hamn UNS"	""	""	""	""	""	""	""	""
"X82.8"	""	""	""	""	""	""	"kulle, berg"	""	""	""	""	""	""	""	""
"X82.8"	""	""	""	""	""	""	"militärövningsområde"	""	""	""	""	""	""	""	""
"X82.8"	""	""	""	""	""	""	"nöjespark, sommarland"	""	""	""	""	""	""	""	""
"X82.8"	""	""	""	""	""	""	"parkeringsområde"	""	""	""	""	""	""	""	""
"X82.8"	""	""	""	""	""	""	"skogsområde, parkområde"	""	""	""	""	""	""	""	""
"X82.8"	""	""	""	""	""	""	"strandområde, sjö, damm, älv, kanal, sumpmark"	""	""	""	""	""	""	""	""
"X82.8"	""	""	""	""	""	""	"ödetomt och övergiven byggnad"	""	""	""	""	""	""	""	""
"X82.80"	"1997-01-01"	"X82.8"	"Avsiktligt självdestruktiv handling med motorfordon - andra specificerade platser - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.81"	"1997-01-01"	"X82.8"	"Avsiktligt självdestruktiv handling med motorfordon - andra specificerade platser - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.81"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"X82.81"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"X82.82"	"1997-01-01"	"X82.8"	"Avsiktligt självdestruktiv handling med motorfordon - andra specificerade platser - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.82"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"X82.82"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"X82.83"	"1997-01-01"	"X82.8"	"Avsiktligt självdestruktiv handling med motorfordon - andra specificerade platser - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.83"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"X82.83"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"X82.83"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"X82.83"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"X82.83"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"X82.84"	"1997-01-01"	"X82.8"	"Avsiktligt självdestruktiv handling med motorfordon - andra specificerade platser - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.88"	"1997-01-01"	"X82.8"	"Avsiktligt självdestruktiv handling med motorfordon - andra specificerade platser - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.89"	"1997-01-01"	"X82.8"	"Avsiktligt självdestruktiv handling med motorfordon - andra specificerade platser - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.9"	"1997-01-01"	"X82"	"Avsiktligt självdestruktiv handling med motorfordon - plats, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"X82.90"	"1997-01-01"	"X82.9"	"Avsiktligt självdestruktiv handling med motorfordon - plats, ospecificerad - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.91"	"1997-01-01"	"X82.9"	"Avsiktligt självdestruktiv handling med motorfordon - plats, ospecificerad - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.91"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"X82.91"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"X82.92"	"1997-01-01"	"X82.9"	"Avsiktligt självdestruktiv handling med motorfordon - plats, ospecificerad - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.92"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"X82.92"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"X82.93"	"1997-01-01"	"X82.9"	"Avsiktligt självdestruktiv handling med motorfordon - plats, ospecificerad - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.93"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"X82.93"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"X82.93"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"X82.93"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"X82.93"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"X82.94"	"1997-01-01"	"X82.9"	"Avsiktligt självdestruktiv handling med motorfordon - plats, ospecificerad - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.98"	"1997-01-01"	"X82.9"	"Avsiktligt självdestruktiv handling med motorfordon - plats, ospecificerad - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X82.99"	"1997-01-01"	"X82.9"	"Avsiktligt självdestruktiv handling med motorfordon - plats, ospecificerad - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X83"	"1997-01-01"	"X60-X84"	"Avsiktligt självdestruktiv handling med andra specificerade metoder"	""	""	""	"Avsiktligt självdestruktiv handling genom:<ul><li>elektrisk ström</li><li>krasch med flygplan</li></ul>"	""	""	""	""	""	""	"Denna kategori ska inte användas för att ange huvuddiagnos"	"Kategorikod, yttre orsakskod, treställig"
"X83.0"	"1997-01-01"	"X83"	"Avsiktligt självdestruktiv handling med andra specificerade metoder - bostad och bostadsområde"	""	""	""	"bostad och bostadslägenhet som inte kan räknas som institution"	"bostad inom institution (.1)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"X83.0"	""	""	""	""	""	""	"garage och carport i anslutning till bostad"	"bostad under uppförande, ännu ej tagen i bruk (.6)"	""	""	""	""	""	""	""
"X83.0"	""	""	""	""	""	""	"gård runt bostad"	"övergiven eller utrymd bostad (.8)"	""	""	""	""	""	""	""
"X83.0"	""	""	""	""	""	""	"hustomt"	""	""	""	""	""	""	""	""
"X83.0"	""	""	""	""	""	""	"infartsväg till privatbostad"	""	""	""	""	""	""	""	""
"X83.0"	""	""	""	""	""	""	"swimmingpool i anslutning till bostad"	""	""	""	""	""	""	""	""
"X83.0"	""	""	""	""	""	""	"trädgård i anslutning till bostad"	""	""	""	""	""	""	""	""
"X83.0"	""	""	""	""	""	""	"uppställningsplats för husvagn med boendemöjlighet"	""	""	""	""	""	""	""	""
"X83.0"	""	""	""	""	""	""	"uthus"	""	""	""	""	""	""	""	""
"X83.00"	"1997-01-01"	"X83.0"	"Avsiktligt självdestruktiv handling med andra specificerade metoder - bostad och bostadsområde - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X83.01"	"1997-01-01"	"X83.0"	"Avsiktligt självdestruktiv handling med andra specificerade metoder - bostad och bostadsområde - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"X83.01"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
